snr_label,added_snr_db,noise_power_db_relative,seed,packet_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,savaux_bin,savaux_correct,savaux_gt_rank,savaux_gt_margin_db,litenap_single_bin,litenap_single_correct,litenap_single_gt_rank,litenap_single_gt_margin_db,litenap_savaux_k1_bin,litenap_savaux_k1_correct,litenap_savaux_k1_gt_rank,litenap_savaux_k1_gt_margin_db,litenap_savaux_k2_bin,litenap_savaux_k2_correct,litenap_savaux_k2_gt_rank,litenap_savaux_k2_gt_margin_db,savaux_phase_bin,savaux_phase_correct,savaux_phase_gt_rank,savaux_phase_gt_margin_db,savaux_phase_alias_bin,savaux_phase_candidate_bins,savaux_phase_phase_jump_scores,litenap_single_phase_bin,litenap_single_phase_correct,litenap_single_phase_gt_rank,litenap_single_phase_gt_margin_db,litenap_single_phase_alias_bin,litenap_single_phase_candidate_bins,litenap_single_phase_phase_jump_scores,litenap_savaux_k1_phase_bin,litenap_savaux_k1_phase_correct,litenap_savaux_k1_phase_gt_rank,litenap_savaux_k1_phase_gt_margin_db,litenap_savaux_k1_phase_alias_bin,litenap_savaux_k1_phase_candidate_bins,litenap_savaux_k1_phase_phase_jump_scores,litenap_savaux_k2_phase_bin,litenap_savaux_k2_phase_correct,litenap_savaux_k2_phase_gt_rank,litenap_savaux_k2_phase_gt_margin_db,litenap_savaux_k2_phase_alias_bin,litenap_savaux_k2_phase_candidate_bins,litenap_savaux_k2_phase_phase_jump_scores
clean,,,0,2,15,23,3685699,1023,1023,1,1,24.997130576470845,255,0,1,0.0,1023,1,1,3.747456332610363,1023,1,1,6.773930282940506,1023,1,1,24.997130576470845,255,255|511|767|1023,0.00310118735|0.00914031951|0.0070848572|0,767,0,1,0.0,255,255|511|767|1023,33.0088185|21.4890968|33.2613836|0,1023,1,1,3.747456332610363,255,255|511|767|1023,585.284316|581.952662|640.603189|0,1023,1,1,6.773930282940506,255,255|511|767|1023,335.273791|0.000695993558|348.690887|0
clean,,,0,2,16,24,3689795,597,597,1,1,21.406073404824607,85,0,1,0.0,597,1,1,4.222604776079677,597,1,1,7.242148682524975,597,1,1,21.406073404824607,85,85|341|597|853,0.0236981932|0.0135783616|470.848261|0.030660373,597,1,1,0.0,85,85|341|597|853,16.7862997|100.232634|203.527156|66.0921966,597,1,1,4.222604776079677,85,85|341|597|853,32.9420323|77.5288401|111.850572|13.7465039,597,1,1,7.242148682524975,85,85|341|597|853,0.00181517818|58.6770409|234.36731|11.0374513
clean,,,0,2,17,25,3693891,562,562,1,1,21.568522593849995,50,0,1,0.0,562,1,1,4.237256562418018,562,1,1,7.23771718032406,562,1,1,21.568522593849995,50,50|306|562|818,0.0308558371|0.00838740347|390.690066|0.0221752678,562,1,1,0.0,50,50|306|562|818,60.8070617|189.94788|214.422391|111.969642,562,1,1,4.237256562418018,50,50|306|562|818,13.3520143|62.6561614|96.5053202|20.4256561,562,1,1,7.23771718032406,50,50|306|562|818,0.00160995095|46.9377501|199.533236|16.2206316
clean,,,0,2,18,26,3697987,827,827,1,1,23.16208178121021,59,0,1,0.0,827,1,1,3.4498703584842465,827,1,1,6.5287733112698385,827,1,1,23.16208178121021,59,59|315|571|827,0.00861131175|0.00812201759|0.00566609707|254.193174,571,0,1,0.0,59,59|315|571|827,14.0986589|43.5894106|76.0546479|37.575379,827,1,1,3.4498703584842465,59,59|315|571|827,82.3329078|213.161947|221.910729|64.9883015,827,1,1,6.5287733112698385,59,59|315|571|827,57.9170257|0.012690137|156.890995|128.887946
clean,,,0,2,19,27,3702083,890,890,1,1,22.679277236131515,122,0,1,0.0,890,1,1,3.4026228866412334,890,1,1,6.450255281188725,890,1,1,22.679277236131515,122,122|378|634|890,0.00535506626|0.0315483603|0.00252160344|294.331844,634,0,1,0.0,122,122|378|634|890,50.9198595|96.8819529|128.980743|27.5038716,890,1,1,3.4026228866412334,122,122|378|634|890,214.369342|310.128288|317.272503|89.0034626,890,1,1,6.450255281188725,122,122|378|634|890,136.692577|0.00668719862|205.769474|164.099918
clean,,,0,2,20,28,3706179,174,174,1,1,22.77920018319596,174,1,1,0.0,174,1,1,3.7362396700021607,174,1,1,6.750689239547158,174,1,1,22.77920018319596,174,174|430|686|942,61.9992611|0.0319859867|0.00429854241|0.00621057752,430,0,1,0.0,174,174|430|686|942,13.7949441|118.243847|85.5339774|30.8277986,174,1,1,3.7362396700021607,174,174|430|686|942,14.1988447|178.493569|198.423537|95.9715422,174,1,1,6.750689239547158,174,174|430|686|942,29.292394|124.950595|0.00152990873|69.0934498
clean,,,0,2,21,29,3710275,267,267,1,1,23.366122653527906,11,0,1,0.0,267,1,1,4.0274705711206815,267,1,1,7.060888865873118,267,1,1,23.366122653527906,11,11|267|523|779,0.427325168|51.6507079|0.0367624595|0.00155437022,523,0,1,0.0,11,11|267|523|779,0|13.2005567|117.569753|70.1065805,267,1,1,4.0274705711206815,11,11|267|523|779,1.29530119|14.9856093|107.480221|110.440515,267,1,1,7.060888865873118,11,11|267|523|779,1.64041788|30.1874502|81.0558785|0.00470510656
clean,,,0,2,22,30,3714371,917,917,1,1,20.674477926282076,149,0,1,0.0,917,1,1,3.327064598793255,917,1,1,6.391825866638401,917,1,1,20.674477926282076,149,149|405|661|917,0.0159141581|0.0173776573|0.00927301612|299.752746,405,0,1,0.0,149,149|405|661|917,90.4370969|150.730934|124.039842|6.03947129,917,1,1,3.327064598793255,149,149|405|661|917,283.320374|356.272227|369.438469|91.2160111,917,1,1,6.391825866638401,149,149|405|661|917,172.709707|0.0144743584|233.250779|163.704819
clean,,,0,2,23,31,3718467,656,656,1,1,24.09073965869996,144,0,1,0.0,656,1,1,4.149991128954492,656,1,1,7.157382325454106,656,1,1,24.09073965869996,144,144|400|656|912,0.00632726471|0.0143502393|60.8738909|0.0119352412,400,0,1,0.0,144,144|400|656|912,26.0911889|47.7838533|7.40318823|13.6953098,656,1,1,4.149991128954492,144,144|400|656|912,65.0131516|99.5177699|16.175415|3.3663438,656,1,1,7.157382325454106,144,144|400|656|912,0.00122286433|72.3731201|32.4612023|2.80487924
clean,,,0,2,24,32,3722563,889,889,1,1,19.433673155876654,121,0,1,0.0,889,1,1,3.3051656721227403,889,1,1,6.364214565212385,889,1,1,19.433673155876654,121,121|377|633|889,0.0117290156|0.0195151429|0.00579143502|176.931402,377,0,1,0.0,121,121|377|633|889,77.6792635|165.307713|129.77808|1.78613161,889,1,1,3.3051656721227403,121,121|377|633|889,205.407191|296.217299|305.337201|57.5012731,889,1,1,6.364214565212385,121,121|377|633|889,130.277035|0.0130332211|198.814003|101.38857
clean,,,0,2,25,33,3726659,66,66,1,1,18.3449361039639,66,1,1,0.0,66,1,1,3.5227237832956937,66,1,1,6.5324648604026,66,1,1,18.3449361039639,66,66|322|578|834,0.504676531|0.0131890369|0.0141022048|0.000522652021,578,0,1,0.0,66,66|322|578|834,0.178133752|164.764644|216.475843|132.166179,66,1,1,3.5227237832956937,66,66|322|578|834,1.15939095|323.424937|348.004132|322.112886,66,1,1,6.5324648604026,66,66|322|578|834,2.7856349|206.873837|0.00169982459|201.655081
clean,,,0,2,26,34,3730755,586,586,1,1,20.91512509127408,74,0,1,0.0,586,1,1,4.090430727362843,586,1,1,7.093523990447988,586,1,1,20.91512509127408,74,74|330|586|842,0.00565121409|0.0189243802|29.4625293|0.0237766862,330,0,1,0.0,74,74|330|586|842,34.3100489|75.2301442|0.581651642|38.3759088,586,1,1,4.090430727362843,74,74|330|586|842,25.3530071|69.7806449|9.9080701|12.3806448,586,1,1,7.093523990447988,74,74|330|586|842,0.00116094616|51.5344966|17.873832|10.1987369
clean,,,0,2,27,35,3734851,425,425,1,1,20.805810765513975,169,0,1,0.0,425,1,1,3.9639152771946318,425,1,1,6.9848031137266275,425,1,1,20.805810765513975,169,169|425|681|937,0.0216721206|67.4208012|0.00689476855|0.00147484392,681,0,1,0.0,169,169|425|681|937,15.9345912|2.99557843|42.7024533|15.57923,425,1,1,3.9639152771946318,169,169|425|681|937,34.2114458|19.9857724|39.5351989|18.5717891,425,1,1,6.9848031137266275,169,169|425|681|937,26.1641792|38.0237711|30.6554026|0.0304819777
clean,,,0,2,28,36,3738947,860,860,1,1,17.7698538887663,92,0,1,0.0,860,1,1,3.2930241608846655,860,1,1,6.325156274790437,860,1,1,17.7698538887663,92,92|348|604|860,0.0134221445|0.0066487789|0.00235360372|120.73222,348,0,1,0.0,92,92|348|604|860,52.8647464|120.16408|74.1987753|1.0280033,860,1,1,3.2930241608846655,92,92|348|604|860,134.394883|240.60828|254.650151|33.8387931,860,1,1,6.325156274790437,92,92|348|604|860,91.7637576|0.00536839248|167.356279|63.4909415
clean,,,0,2,29,37,3743043,553,553,1,1,19.363051457353112,41,0,1,0.0,553,1,1,4.016342859218772,553,1,1,7.03316848793593,553,1,1,19.363051457353112,41,41|297|553|809,0.0203333916|0.02036837|46.8272091|0.0238467946,297,0,1,0.0,41,41|297|553|809,52.418196|56.0840614|2.82994395|35.1401457,553,1,1,4.016342859218772,41,41|297|553|809,10.5372745|58.1219913|13.197089|18.4118148,553,1,1,7.03316848793593,41,41|297|553|809,0.00170638478|43.001163|24.9704187|14.9702307
clean,,,0,2,30,38,3747139,629,629,1,1,20.836434425491714,117,0,1,0.0,629,1,1,3.9927658719421784,629,1,1,6.9744084188328355,629,1,1,20.836434425491714,117,117|373|629|885,0.00724682081|0.0302869831|85.175402|0.0351288648,373,0,1,0.0,117,117|373|629|885,31.5880355|37.6221958|6.57281154|9.92861739,629,1,1,3.9927658719421784,117,117|373|629|885,46.261175|84.7913382|21.8115242|6.04345317,629,1,1,6.9744084188328355,117,117|373|629|885,0.00318139664|61.4824074|42.7990675|5.19239587
clean,,,0,2,31,39,3751235,759,759,1,1,18.50879195755532,247,0,1,0.0,759,1,1,3.666584190642928,759,1,1,6.699341527164682,759,1,1,18.50879195755532,247,247|503|759|1015,0.0173172064|0.0323589306|124.107894|0.0212898916,247,0,1,0.0,247,247|503|759|1015,99.1096006|64.4290848|12.2410562|0,759,1,1,3.666584190642928,247,247|503|759|1015,130.703247|156.620496|41.2397024|5.3398902,759,1,1,6.699341527164682,247,247|503|759|1015,0.0174138902|112.279998|70.3897351|3.52947122
clean,,,0,2,32,40,3755331,494,494,1,1,17.99640015749839,238,0,1,0.0,494,1,1,3.8838964242429745,494,1,1,6.895444606013705,494,1,1,17.99640015749839,238,238|494|750|1006,0.0420839998|171.432337|0.0204589189|1.29108715e-05,494,1,1,0.0,238,238|494|750|1006,18.6829562|21.1909093|21.0085357|0,494,1,1,3.8838964242429745,238,238|494|750|1006,51.3956142|46.3308941|24.7393328|0.149506462,494,1,1,6.895444606013705,238,238|494|750|1006,38.4440666|94.8932324|19.3172816|5.46396742e-05
clean,,,0,2,33,41,3759427,303,303,1,1,20.123934795130182,47,0,1,0.0,303,1,1,3.698373239740313,303,1,1,6.729301190157445,303,1,1,20.123934795130182,47,47|303|559|815,0.104740962|210.481402|0.0365572359|0.00179766334,815,0,1,0.0,47,47|303|559|815,0.57187797|25.3315166|44.0080905|67.5975773,303,1,1,3.698373239740313,47,47|303|559|815,7.96808244|57.4828627|85.8476382|77.4400647,303,1,1,6.729301190157445,47,47|303|559|815,6.97384505|100.863623|64.5171635|0.00521783912
clean,,,0,2,34,42,3763523,1022,1022,1,1,13.478026093209195,254,0,1,0.0,1022,1,1,3.2250581314049804,1022,1,1,6.233481084722779,1022,1,1,13.478026093209195,254,254|510|766|1022,0.00470087|0.00041555572|0.00279987956|41.5665872,510,0,1,0.0,254,254|510|766|1022,286.009466|455.51745|268.059828|0,1022,1,1,3.2250581314049804,254,254|510|766|1022,440.891549|433.759048|478.94438|0,1022,1,1,6.233481084722779,254,254|510|766|1022,261.649636|0.000578691757|274.507512|42.4514038
clean,,,0,2,35,43,3767619,720,720,1,1,18.274167487698335,208,0,1,0.0,720,1,1,3.788953082484445,720,1,1,6.791377167362854,720,1,1,18.274167487698335,208,208|464|720|976,0.016157754|0.00773103478|246.659558|0.0448364618,208,0,1,0.0,208,208|464|720|976,51.7110819|28.4878733|23.0912486|0.362698355,720,1,1,3.788953082484445,208,208|464|720|976,98.717851|130.012866|57.2168423|1.20526575,720,1,1,6.791377167362854,208,208|464|720|976,0.00204335545|91.0038219|121.748131|0.674161928
clean,,,0,2,36,44,3771715,314,314,1,1,19.085175064481803,58,0,1,0.0,314,1,1,3.648547468878516,314,1,1,6.658505462093853,314,1,1,19.085175064481803,58,58|314|570|826,0.0255449324|372.655905|0.0211911488|0.00454616958,826,0,1,0.0,58,58|314|570|826,0.384455685|40.985091|30.442476|57.2877407,314,1,1,3.648547468878516,58,58|314|570|826,10.618668|93.6159527|81.8544022|68.8879429,314,1,1,6.658505462093853,58,58|314|570|826,8.21366337|193.151072|59.6886957|0.00481214604
clean,,,0,2,37,45,3775811,602,602,1,1,17.750265488590284,90,0,1,0.0,602,1,1,3.770271793649391,602,1,1,6.764380753663065,602,1,1,17.750265488590284,90,90|346|602|858,0.0811774169|0.0218492757|379.109998|0.0203499605,602,1,1,0.0,90,90|346|602|858,20.9159154|17.7725398|46.7531352|3.9209989,602,1,1,3.770271793649391,90,90|346|602|858,32.4961011|79.332957|100.127798|10.6025533,602,1,1,6.764380753663065,90,90|346|602|858,0.0014617764|57.3566087|206.343464|8.91257403
clean,,,0,2,38,46,3779907,7,7,1,1,11.765716855063726,7,1,1,0.0,7,1,1,3.0230331307653606,7,1,1,6.099037444204547,7,1,1,11.765716855063726,7,7|263|519|775,6.06110857|0.107232875|0.00500130978|0.00685631155,519,0,1,0.0,7,7|263|519|775,0|271.013197|477.402332|274.350667,7,1,1,3.0230331307653606,7,7|263|519|775,0|387.21021|382.146076|410.198469,7,1,1,6.099037444204547,7,7|263|519|775,3.50973007|241.292764|0.0122423348|237.525055
clean,,,0,2,39,47,3784004,414,414,1,1,13.685051296556114,158,0,1,0.0,414,1,1,4.426210356334571,414,1,1,7.405894334365097,414,1,1,13.685051296556114,158,158|414|670|926,0.00478589021|4851.1881|0.0143233445|0.0133860805,414,1,1,0.0,158,158|414|670|926,62.0477458|1822.07952|69.997019|4.77018675,414,1,1,4.426210356334571,158,158|414|670|926,55.9521528|1187.44005|88.6038823|27.9796296,414,1,1,7.405894334365097,158,158|414|670|926,44.2432248|2478.76991|68.4642793|0.0183508491
clean,,,0,2,40,48,3788100,807,807,1,1,18.25531711903978,39,0,1,0.0,807,1,1,3.5321530643778183,807,1,1,6.613536887289515,807,1,1,18.25531711903978,39,39|295|551|807,0.0613879955|0.0243449221|0.0292757276|2974.834,807,1,1,0.0,39,39|295|551|807,0.282457049|1.60140431|37.806194|1116.69989,807,1,1,3.5321530643778183,39,39|295|551|807,51.5791228|199.754543|233.621568|708.66732,807,1,1,6.613536887289515,39,39|295|551|807,38.3097528|0.0160295107|169.577055|1469.33427
clean,,,0,2,41,49,3792196,195,195,1,1,19.048813141072586,195,1,1,0.0,195,1,1,3.8564918644354176,195,1,1,6.917624892380857,195,1,1,19.048813141072586,195,195|451|707|963,2483.97729|0.0412859865|0.00234048927|0.000257666483,195,1,1,0.0,195,195|451|707|963,880.045874|33.4482102|3.19338765|0.306284563,195,1,1,3.8564918644354176,195,195|451|707|963,587.032548|196.041577|193.027857|69.4051874,195,1,1,6.917624892380857,195,195|451|707|963,1261.9086|145.952265|0.00724881722|50.4718774
clean,,,0,2,42,50,3796292,826,826,1,1,19.638804015254237,58,0,1,0.0,826,1,1,3.5362552265044678,826,1,1,6.583361513027034,826,1,1,19.638804015254237,58,58|314|570|826,0.0145674523|0.00361818084|0.00957113174|2772.50165,826,1,1,0.0,58,58|314|570|826,0.594889768|3.603644|45.8697636|1081.60692,826,1,1,3.5362552265044678,58,58|314|570|826,85.4734524|226.617915|258.524968|671.911632,826,1,1,6.583361513027034,58,58|314|570|826,59.9664783|0.00474944705|179.238667|1376.34403
clean,,,0,2,43,51,3800388,928,928,1,1,23.706638164025353,160,0,1,0.0,928,1,1,3.50636458649769,928,1,1,6.5516984612448255,928,1,1,23.706638164025353,160,160|416|672|928,0.00208975006|0.00226964956|0.0104356839|1573.12071,928,1,1,0.0,160,160|416|672|928,0.559196612|0.144203214|12.2264731|296.015264,928,1,1,3.50636458649769,160,160|416|672|928,335.999163|412.731019|429.903597|362.722086,928,1,1,6.5516984612448255,160,160|416|672|928,207.249377|0.00162099139|270.234669|773.580377
clean,,,0,2,44,52,3804484,761,761,1,1,17.675941911314826,249,0,1,0.0,761,1,1,3.743078779637423,761,1,1,6.81988828476623,761,1,1,17.675941911314826,249,249|505|761|1017,0.0182869907|0.0109819189|2981.61063|0.0277611078,761,1,1,0.0,249,249|505|761|1017,11.5326868|78.2990167|1220.75365|0,761,1,1,3.743078779637423,249,249|505|761|1017,150.872634|194.911032|703.454072|4.2397708,761,1,1,6.81988828476623,249,249|505|761|1017,0.00928195979|141.83604|1499.93316|3.17854536
clean,,,0,2,45,53,3808580,590,590,1,1,14.58841299465092,78,0,1,0.0,590,1,1,4.409081250656948,590,1,1,7.39220825529372,590,1,1,14.58841299465092,78,78|334|590|846,0.00867635565|0.0295763526|3771.64617|0.0220019285,590,1,1,0.0,78,78|334|590|846,11.2693721|121.641252|2247.89086|95.7603875,590,1,1,4.409081250656948,78,78|334|590|846,27.3031883|96.5838217|881.70895|35.6573154,590,1,1,7.39220825529372,78,78|334|590|846,0.000932356947|73.8067435|1839.63243|27.9800948
clean,,,0,2,46,54,3812676,383,383,1,1,15.371367857803053,127,0,1,0.0,383,1,1,4.36213796707673,383,1,1,7.4058261384653505,383,1,1,15.371367857803053,127,127|383|639|895,0.0564621966|3065.31364|0.008853415|4.88245146e-05,383,1,1,0.0,127,127|383|639|895,63.6384305|1141.37276|106.017743|12.2273594,383,1,1,4.36213796707673,127,127|383|639|895,34.6898704|685.284945|83.5724477|40.8812596,383,1,1,7.4058261384653505,127,127|383|639|895,27.5745241|1456.80878|66.9110019|2.01935949e-05
clean,,,0,2,47,55,3816772,267,267,1,1,17.347780167881865,11,0,1,0.0,267,1,1,4.302745271711569,267,1,1,7.346104993945358,267,1,1,17.347780167881865,11,11|267|523|779,0.211915734|2405.16471|0.027402011|0.000103458742,267,1,1,0.0,11,11|267|523|779,0|1085.88529|115.805073|23.3225462,267,1,1,4.302745271711569,11,11|267|523|779,2.18308853|530.987396|131.198822|113.090217,267,1,1,7.346104993945358,11,11|267|523|779,1.69692195|1136.89864|101.374868|0.00419819082
clean,,,0,2,48,56,3820868,314,314,1,1,16.67827473803535,58,0,1,0.0,314,1,1,4.340931663830332,314,1,1,7.3302843487325395,314,1,1,16.67827473803535,58,58|314|570|826,0.0881923845|2399.18249|0.0251030751|0.00396833753,314,1,1,0.0,58,58|314|570|826,35.3230564|1082.83603|133.980952|25.2928163,314,1,1,4.340931663830332,58,58|314|570|826,15.0941498|553.93815|105.358554|78.1203398,314,1,1,7.3302843487325395,58,58|314|570|826,12.0033919|1157.91172|79.2513666|0.00698240372
clean,,,0,3,0,8,5124623,803,803,1,1,16.83990931306043,35,0,1,0.0,803,1,1,3.1387786565555986,803,1,1,6.192750962110977,803,1,1,16.83990931306043,35,35|291|547|803,0.00635502514|0.0097629977|0.00231944062|675.837862,803,1,1,0.0,35,35|291|547|803,12.0543575|45.4861706|14.4499012|87.6674334,803,1,1,3.1387786565555986,35,35|291|547|803,41.6420181|184.125086|216.299151|172.132389,803,1,1,6.192750962110977,35,35|291|547|803,29.7281107|0.00922694968|147.52187|328.21205
clean,,,0,3,1,9,5128719,711,711,1,1,18.225327784105342,199,0,1,0.0,711,1,1,3.7499808818758824,711,1,1,6.795791999765859,711,1,1,18.225327784105342,199,199|455|711|967,0.00196304366|0.00138183179|1005.92754|0.006283351,711,1,1,0.0,199,199|455|711|967,15.5898776|1.96605106|159.019985|2.95508595,711,1,1,3.7499808818758824,199,199|455|711|967,105.381721|150.344395|247.515272|1.50315419,711,1,1,6.795791999765859,199,199|455|711|967,0.0121785576|106.369534|481.774224|0.975092116
clean,,,0,3,2,10,5132815,922,922,1,1,14.75642016160785,154,0,1,0.0,922,1,1,3.0355429765920148,922,1,1,6.066700369811137,922,1,1,14.75642016160785,154,154|410|666|922,0.00792930986|0.0052271882|0.00773785287|439.814757,410,0,1,0.0,154,154|410|666|922,89.7510797|133.760621|60.0781282|39.0076358,922,1,1,3.0355429765920148,154,154|410|666|922,260.296785|331.631856|356.493719|117.351882,922,1,1,6.066700369811137,154,154|410|666|922,159.808377|0.00606282029|221.974305|233.027835
clean,,,0,3,3,11,5136911,718,718,1,1,17.315654736413947,206,0,1,0.0,718,1,1,3.7038254679606357,718,1,1,6.69164209573427,718,1,1,17.315654736413947,206,206|462|718|974,0.00200658911|0.00854232788|1138.0852|0.0643616374,718,1,1,0.0,206,206|462|718|974,15.9782032|1.72139529|170.008902|3.40333373,718,1,1,3.7038254679606357,206,206|462|718|974,109.222816|155.171398|277.905|1.8580023,718,1,1,6.69164209573427,206,206|462|718|974,0.00265937525|107.329813|578.014914|1.79885159
clean,,,0,3,4,12,5141008,756,756,1,1,18.100784460564086,244,0,1,0.0,756,1,1,3.900067953714412,756,1,1,6.939310997769513,756,1,1,18.100784460564086,244,244|500|756|1012,0.0460432309|0.0212476549|1986.84571|0.000228628356,756,1,1,0.0,244,244|500|756|1012,1.81325053|8.96492822|324.96336|0,756,1,1,3.900067953714412,244,244|500|756|1012,152.891019|184.36602|461.136381|5.59848763,756,1,1,6.939310997769513,244,244|500|756|1012,0.00143807332|133.607611|999.852431|4.38952513
clean,,,0,3,5,13,5145104,109,109,1,1,19.098559021293323,109,1,1,0.0,109,1,1,3.912260434663459,109,1,1,6.925452071533017,109,1,1,19.098559021293323,109,109|365|621|877,857.856119|0.0463178836|0.00916855166|0.00801747052,109,1,1,0.0,109,109|365|621|877,172.76793|3.09148885|35.9479892|23.0410339,109,1,1,3.912260434663459,109,109|365|621|877,219.250376|288.817339|326.725909|240.656474,109,1,1,6.925452071533017,109,109|365|621|877,452.763289|196.81631|0.00869001701|165.30019
clean,,,0,3,6,14,5149200,932,932,1,1,19.76005281625629,164,0,1,0.0,932,1,1,3.5911656376454673,932,1,1,6.640981523896929,932,1,1,19.76005281625629,164,164|420|676|932,0.012872573|0.0121177665|0.0115894292|907.363466,932,1,1,0.0,164,164|420|676|932,18.8653855|31.528754|6.07781829|114.460442,932,1,1,3.5911656376454673,164,164|420|676|932,357.865894|443.305454|445.108228|225.311789,932,1,1,6.640981523896929,164,164|420|676|932,221.552666|0.00150795604|279.453356|465.496317
clean,,,0,3,7,15,5153296,468,468,1,1,16.15917887245399,212,0,1,0.0,468,1,1,4.352958089958704,468,1,1,7.348958897258477,468,1,1,16.15917887245399,212,212|468|724|980,0.0267713077|2504.51848|0.00755583673|0.0173607297,468,1,1,0.0,212,212|468|724|980,39.2698496|434.210673|35.2678006|0.154880899,468,1,1,4.352958089958704,212,212|468|724|980,57.7502352|562.234293|49.5608631|4.92941993,468,1,1,7.348958897258477,212,212|468|724|980,44.890008|1230.39733|38.5442117|0.0346340448
clean,,,0,3,8,16,5157392,89,89,1,1,21.027248283086575,89,1,1,0.0,89,1,1,3.9057575264499707,89,1,1,6.913389235385724,89,1,1,21.027248283086575,89,89|345|601|857,578.678099|0.0344751995|0.00672508499|0.00769732727,89,1,1,0.0,89,89|345|601|857,162.817337|3.02818718|32.8947409|18.4677135,89,1,1,3.9057575264499707,89,89|345|601|857,154.393808|326.511829|364.458028|294.14807,89,1,1,6.913389235385724,89,89|345|601|857,315.510706|216.123766|0.0120382488|195.26086
clean,,,0,3,9,17,5161488,713,713,1,1,18.72449482363877,201,0,1,0.0,713,1,1,4.323117792261984,713,1,1,7.33877228464736,713,1,1,18.72449482363877,201,201|457|713|969,0.00345119975|0.0249241936|1687.43044|0.0738136646,713,1,1,0.0,201,201|457|713|969,0.257885466|27.1987603|528.523243|22.5025665,713,1,1,4.323117792261984,201,201|457|713|969,111.725093|146.647378|406.816493|4.46183307,713,1,1,7.33877228464736,201,201|457|713|969,0.00684344408|108.928193|865.425948|2.49154411
clean,,,0,3,10,18,5165584,865,865,1,1,22.341395900044425,97,0,1,0.0,865,1,1,3.524116203530573,865,1,1,6.590383109930058,865,1,1,22.341395900044425,97,97|353|609|865,0.0195722782|0.0236586521|0.00516638347|1037.665,865,1,1,0.0,97,97|353|609|865,2.20470871|3.67580371|5.10816863|283.220575,865,1,1,3.524116203530573,97,97|353|609|865,169.960588|296.265436|303.627311|270.971312,865,1,1,6.590383109930058,97,97|353|609|865,112.71245|0.0104310491|205.415367|561.423397
clean,,,0,3,11,19,5169680,92,92,1,1,24.024271294532568,92,1,1,0.0,92,1,1,3.849740488962517,92,1,1,6.888483982774557,92,1,1,24.024271294532568,92,92|348|604|860,458.149667|0.0845127093|0.00808423696|0.00430140341,92,1,1,0.0,92,92|348|604|860,102.638561|1.16186794|9.85346039|6.16817434,92,1,1,3.849740488962517,92,92|348|604|860,125.402789|318.426769|352.259948|283.585417,92,1,1,6.888483982774557,92,92|348|604|860,264.354419|209.996182|0.000393440949|185.92763
clean,,,0,3,12,20,5173776,645,645,1,1,18.60455081384924,133,0,1,0.0,645,1,1,4.319868355225697,645,1,1,7.331212324703008,645,1,1,18.60455081384924,133,133|389|645|901,0.0252983066|0.0102543775|1459.48125|0.0361098049,645,1,1,0.0,133,133|389|645|901,3.47219664|53.0832299|564.72924|45.7771499,645,1,1,4.319868355225697,133,133|389|645|901,61.2516594|106.011158|346.898508|10.0972667,645,1,1,7.331212324703008,133,133|389|645|901,0.00208323433|79.9189709|735.476904|7.7607502
clean,,,0,3,13,21,5177872,426,426,1,1,18.53276939857699,170,0,1,0.0,426,1,1,4.308409825849272,426,1,1,7.303651505722613,426,1,1,18.53276939857699,170,170|426|682|938,0.00794833464|1255.85651|0.0153953671|0.0110483687,426,1,1,0.0,170,170|426|682|938,56.3805562|568.504668|59.9269013|1.43874921,426,1,1,4.308409825849272,170,170|426|682|938,37.1762651|306.528113|53.8920222|21.4563947,426,1,1,7.303651505722613,170,170|426|682|938,28.8444899|636.213606|41.5312615|0.0151832975
clean,,,0,3,14,22,5181968,765,765,1,1,21.48291178968141,253,0,1,0.0,765,1,1,3.6593010786493174,765,1,1,6.725789442902286,765,1,1,21.48291178968141,253,253|509|765|1021,0.00208491676|0.01454195|919.622303|0.0474483428,765,1,1,0.0,253,253|509|765|1021,3.20172883|39.3087864|343.356716|0,765,1,1,3.6593010786493174,253,253|509|765|1021,155.925302|177.317411|227.72044|0,765,1,1,6.725789442902286,253,253|509|765|1021,0.0067320871|127.957515|482.606485|1.59219241
clean,,,0,3,15,23,5186064,1023,1023,1,1,27.340114594672716,255,0,1,0.0,1023,1,1,3.837534552346332,1023,1,1,6.864497486956598,1023,1,1,27.340114594672716,255,255|511|767|1023,0.00423642844|0.0104099781|0.00578658305|0,511,0,1,0.0,255,255|511|767|1023,0.402554677|4.76148222|0.194244155|0,1023,1,1,3.837534552346332,255,255|511|767|1023,603.806399|603.190276|656.240927|0,1023,1,1,6.864497486956598,255,255|511|767|1023,344.742345|0.00117646522|358.078841|0
clean,,,0,3,16,24,5190160,597,597,1,1,19.271484552212396,85,0,1,0.0,597,1,1,4.283283144212466,597,1,1,7.301752239856235,597,1,1,19.271484552212396,85,85|341|597|853,0.0237375722|0.014059243|997.298724|0.0280503091,597,1,1,0.0,85,85|341|597|853,9.14817808|77.2083205|434.689372|66.2890259,597,1,1,4.283283144212466,85,85|341|597|853,33.341363|80.8486865|233.540269|16.0075096,597,1,1,7.301752239856235,85,85|341|597|853,0.00234520454|61.774208|497.390436|12.6795545
