trial_id,packet_id,reference_id,esn0_db,seed,sync_status,strict_sync_success,estimate_available,local_sync_estimate,event_count,signal_power,added_noise_power,clean_cfo_total_bins,noisy_cfo_total_bins,cfo_error_bins,cfo_error_hz,abs_cfo_error_bins,clean_payload_start_sample,noisy_payload_start_sample,payload_sto_error_samples_1m,payload_sto_error_chips,preamble_sto_error_samples_1m,clean_sfo_hat,noisy_sfo_hat,sfo_error,fine_preamble_peak_max_abs_bin,fine_preamble_bin0_count,frame_sync_valid,cfo_sto_coupled_residual_bins,abs_cfo_sto_coupled_residual_bins
exp0_000003_rxg20_0_fulltrim:12:20260822,exp0_000003_rxg20_0_fulltrim,3,12.0,20260822,sync_invalid,0,1,0,1,5.3735255547964695e-08,1.3887346338000231e-05,-128.8702234183035,417.1280757570218,545.9982991753253,16662.545751200112,545.9982991753253,673552,677921,4369,546.125,-1,-0.033030096221627926,0.10691205550467034,0.13994215172629826,1567,2,0,-0.12670082467468546,0.12670082467468546
exp0_000004_rxg20_0_fulltrim:12:20260822,exp0_000004_rxg20_0_fulltrim,4,12.0,20260822,ok,1,1,1,1,6.126035586516529e-08,1.5832134229441056e-05,-128.86059867151772,-129.86479870433962,-1.004200032821899,-30.645752954769865,1.004200032821899,673552,673544,-8,-1.0,7,-0.03302762934988664,-0.033285010945340275,-0.0002573815954536318,1,0,1,-0.004200032821898958,0.004200032821898958
exp0_000005_rxg20_0_fulltrim:12:20260822,exp0_000005_rxg20_0_fulltrim,5,12.0,20260822,sync_invalid,0,1,0,1,7.242874646077204e-08,1.871849452786398e-05,-128.73133173018064,-233.7179768380515,-104.98664510787086,-3203.938144161098,104.98664510787086,673551,672714,-837,-104.625,-9,-0.03299449757283695,-0.05990311073355841,-0.026908613160721462,1039,9,0,-0.36164510787085646,0.36164510787085646
exp0_000006_rxg20_0_fulltrim:12:20260822,exp0_000006_rxg20_0_fulltrim,6,12.0,20260822,sync_invalid,0,1,0,1,7.561376789538686e-08,1.954163187606118e-05,-128.78823406390384,1023.1985440483834,1151.9867781122873,35155.84650000877,1151.9867781122873,673552,682770,9218,1152.25,1,-0.03300908193149063,0.2622510108797374,0.295260092811228,2034,2,0,-0.26322188771268884,0.26322188771268884
exp0_000007_rxg20_0_fulltrim:12:20260822,exp0_000007_rxg20_0_fulltrim,7,12.0,20260822,sync_invalid,0,1,1,1,7.449895515307498e-08,1.925351952790864e-05,-128.76227301106474,-128.76805459848276,-0.0057815874180278115,-0.17644004571618077,0.0057815874180278115,673551,673552,1,0.125,8,-0.03300242798110128,-0.03300390983147498,-1.4818503736996336e-06,1432,0,0,-0.1307815874180278,0.1307815874180278
exp0_000008_rxg20_0_fulltrim:12:20260822,exp0_000008_rxg20_0_fulltrim,8,12.0,20260822,sync_invalid,0,1,1,1,6.982488910305618e-08,1.8045553298263374e-05,-128.7286519200897,-128.73396974771305,-0.005317827623343874,-0.16228721995067974,0.005317827623343874,673552,673552,0,0.0,0,-0.032993810723828614,-0.03299517371019916,-1.3629863705455492e-06,1,11,0,-0.005317827623343874,0.005317827623343874
exp0_000000_rxg20_0_fulltrim:13:20260821,exp0_000000_rxg20_0_fulltrim,0,13.0,20260821,sync_invalid,0,1,1,1,6.153250447488309e-08,1.2631779613050637e-05,-128.71322618720285,-128.70485751494886,0.008368672253993736,0.2553916093137737,0.008368672253993736,673552,673551,-1,-0.125,0,-0.032989857029732124,-0.032987712096306354,2.1449334257697683e-06,738,10,0,0.13336867225399374,0.13336867225399374
exp0_000002_rxg20_0_fulltrim:13:20260821,exp0_000002_rxg20_0_fulltrim,2,13.0,20260821,sync_invalid,0,1,1,1,2.9434755784562603e-08,6.042551838375642e-06,-129.9365825693268,-129.93496774614746,0.001614823179323821,0.04928049253307559,0.001614823179323821,673544,673544,0,0.0,0,-0.033303409516436025,-0.033302995629010526,4.1388742549886004e-07,1,0,0,0.001614823179323821,0.001614823179323821
exp0_000003_rxg20_0_fulltrim:13:20260821,exp0_000003_rxg20_0_fulltrim,3,13.0,20260821,sync_invalid,0,1,0,1,5.3735255547964695e-08,1.1031111301668438e-05,-128.8702234183035,-1000.8701126832142,-871.9998892649107,-26611.32474563326,871.9998892649107,673552,666575,-6977,-872.125,2,-0.033030096221627926,-0.2565281199208566,-0.2234980236992287,4,2,0,0.1251107350892653,0.1251107350892653
exp0_000004_rxg20_0_fulltrim:13:20260821,exp0_000004_rxg20_0_fulltrim,4,13.0,20260821,ok,1,1,1,1,6.126035586516529e-08,1.2575911234389784e-05,-128.86059867151772,-128.85548938270927,0.005109288808455403,0.15592312037522593,0.005109288808455403,673552,673552,0,0.0,-1,-0.03302762934988664,-0.03302631981307906,1.3095368075824454e-06,0,12,1,0.005109288808455403,0.005109288808455403
exp0_000005_rxg20_0_fulltrim:13:20260821,exp0_000005_rxg20_0_fulltrim,5,13.0,20260821,ok,1,1,1,1,7.242874646077204e-08,1.4868628715014318e-05,-128.73133173018064,-128.7420781833635,-0.01074645318286116,-0.32795572457462036,0.01074645318286116,673551,673551,0,0.0,-8,-0.03299449757283695,-0.032997251943654785,-2.7543708178354165e-06,0,12,1,-0.01074645318286116,0.01074645318286116
exp0_000006_rxg20_0_fulltrim:13:20260821,exp0_000006_rxg20_0_fulltrim,6,13.0,20260821,sync_invalid,0,1,0,1,7.561376789538686e-08,1.5522469951743422e-05,-128.78823406390384,651.2184400439528,780.0066741078566,23803.91461510793,780.0066741078566,673552,679793,6241,780.125,1,-0.03300908193149063,0.16691061104263707,0.1999196929741277,927,2,1,-0.11832589214338896,0.11832589214338896
exp0_000007_rxg20_0_fulltrim:13:20260821,exp0_000007_rxg20_0_fulltrim,7,13.0,20260821,sync_invalid,0,1,1,1,7.449895515307498e-08,1.529361417883315e-05,-128.76227301106474,-128.75638545654266,0.0058875545220757886,0.17967390509264491,0.0058875545220757886,673551,673552,1,0.125,0,-0.03300242798110128,-0.033000918970817784,1.5090102834930397e-06,1937,11,0,-0.11911244547792421,0.11911244547792421
exp0_000008_rxg20_0_fulltrim:13:20260821,exp0_000008_rxg20_0_fulltrim,8,13.0,20260821,ok,1,1,1,1,6.982488910305618e-08,1.4334092496032479e-05,-128.7286519200897,-128.72664163031928,0.0020102897704248335,0.06134917512282817,0.0020102897704248335,673552,673552,0,0.0,-1,-0.032993810723828614,-0.03299329547629672,5.152475318903615e-07,859,11,1,0.0020102897704248335,0.0020102897704248335
exp0_000000_rxg20_0_fulltrim:13:20260822,exp0_000000_rxg20_0_fulltrim,0,13.0,20260822,sync_invalid,0,1,0,1,6.153250447488309e-08,1.2631779613050637e-05,-128.71322618720285,652.2785187354781,780.9917449226809,23833.97659065799,780.9917449226809,673552,679799,6247,780.875,0,-0.032989857029732124,0.16718231462361033,0.20017217165334245,1942,3,0,0.11674492268093672,0.11674492268093672
exp0_000002_rxg20_0_fulltrim:13:20260822,exp0_000002_rxg20_0_fulltrim,2,13.0,20260822,ok,1,1,1,1,2.9434755784562603e-08,6.042551838375642e-06,-129.9365825693268,-129.93319145013018,0.003391119196606951,0.10348874501363986,0.003391119196606951,673544,673544,0,0.0,0,-0.033303409516436025,-0.03330254035527224,8.691611637842711e-07,1,0,1,0.003391119196606951,0.003391119196606951
exp0_000003_rxg20_0_fulltrim:13:20260822,exp0_000003_rxg20_0_fulltrim,3,13.0,20260822,sync_invalid,0,1,1,1,5.3735255547964695e-08,1.1031111301668438e-05,-128.8702234183035,-128.8718088034104,-0.001585385106892545,-0.04838211385780472,0.001585385106892545,673552,673552,0,0.0,-1,-0.033030096221627926,-0.03303050256392516,-4.063422972336306e-07,1122,11,0,-0.001585385106892545,0.001585385106892545
exp0_000004_rxg20_0_fulltrim:13:20260822,exp0_000004_rxg20_0_fulltrim,4,13.0,20260822,sync_invalid,0,1,1,1,6.126035586516529e-08,1.2575911234389784e-05,-128.86059867151772,-128.8570670065149,0.0035316650028107688,0.10777786263460598,0.0035316650028107688,673552,673552,0,0.0,-1,-0.03302762934988664,-0.03302672416611516,9.051837714865729e-07,0,12,0,0.0035316650028107688,0.0035316650028107688
exp0_000005_rxg20_0_fulltrim:13:20260822,exp0_000005_rxg20_0_fulltrim,5,13.0,20260822,ok,1,1,0,1,7.242874646077204e-08,1.4868628715014318e-05,-128.73133173018064,-233.71902931534927,-104.98769758516863,-3203.9702632192575,104.98769758516863,673551,672707,-844,-105.5,-1,-0.03299449757283695,-0.05990338048886336,-0.02690888291602641,2,0,1,0.5123024148313675,0.5123024148313675
exp0_000006_rxg20_0_fulltrim:13:20260822,exp0_000006_rxg20_0_fulltrim,6,13.0,20260822,sync_invalid,0,1,1,1,7.561376789538686e-08,1.5522469951743422e-05,-128.78823406390384,-128.7811977782806,0.0070362856232293325,0.21473039621671547,0.0070362856232293325,673552,673552,0,0.0,0,-0.03300908193149063,-0.033007278495560954,1.8034359296759117e-06,0,12,0,0.0070362856232293325,0.0070362856232293325
exp0_000007_rxg20_0_fulltrim:13:20260822,exp0_000007_rxg20_0_fulltrim,7,13.0,20260822,ok,1,1,1,1,7.449895515307498e-08,1.529361417883315e-05,-128.76227301106474,-128.77325520103778,-0.010982189973049117,-0.33514984048611807,0.010982189973049117,673551,673551,0,0.0,8,-0.03300242798110128,-0.03300524277246201,-2.8147913607307062e-06,1,0,1,-0.010982189973049117,0.010982189973049117
exp0_000008_rxg20_0_fulltrim:13:20260822,exp0_000008_rxg20_0_fulltrim,8,13.0,20260822,ok,1,1,1,1,6.982488910305618e-08,1.4334092496032479e-05,-128.7286519200897,-128.73510058610086,-0.006448666011152682,-0.19679766879738408,0.006448666011152682,673552,673552,0,0.0,8,-0.032993810723828614,-0.03299546354985156,-1.6528260229492497e-06,2,0,1,-0.006448666011152682,0.006448666011152682
exp0_000000_rxg20_0_fulltrim:14:20260821,exp0_000000_rxg20_0_fulltrim,0,14.0,20260821,sync_invalid,0,1,1,1,6.153250447488309e-08,1.0033779201460684e-05,-128.71322618720285,-129.70837431354542,-0.9951481263425705,-30.369510691606767,0.9951481263425705,673552,673544,-8,-1.0,8,-0.032989857029732124,-0.03324491857533971,-0.00025506154560758776,693,0,0,0.004851873657429451,0.004851873657429451
exp0_000002_rxg20_0_fulltrim:14:20260821,exp0_000002_rxg20_0_fulltrim,2,14.0,20260821,sync_invalid,0,1,1,1,2.9434755784562603e-08,4.799769535006887e-06,-129.9365825693268,-129.93462662174102,0.0019559475857704456,0.05969078325715471,0.0019559475857704456,673544,673544,0,0.0,0,-0.033303409516436025,-0.03330290819708351,5.013193525166271e-07,1,0,0,0.0019559475857704456,0.0019559475857704456
exp0_000003_rxg20_0_fulltrim:14:20260821,exp0_000003_rxg20_0_fulltrim,3,14.0,20260821,sync_invalid,0,1,0,1,5.3735255547964695e-08,8.762323167301364e-06,-128.8702234183035,-1000.8703255075226,-872.0001020892191,-26611.33124051572,872.0001020892191,673552,666575,-6977,-872.125,2,-0.033030096221627926,-0.25652817446881343,-0.2234980782471855,4,2,0,0.12489791078087364,0.12489791078087364
exp0_000004_rxg20_0_fulltrim:14:20260821,exp0_000004_rxg20_0_fulltrim,4,14.0,20260821,ok,1,1,1,1,6.126035586516529e-08,9.9894013708621e-06,-128.86059867151772,-128.85645832925255,0.004140342265174013,0.1263532185416874,0.004140342265174013,673552,673552,0,0.0,-1,-0.03302762934988664,-0.03302656815902515,1.0611908614899246e-06,0,12,1,0.004140342265174013,0.004140342265174013
exp0_000005_rxg20_0_fulltrim:14:20260821,exp0_000005_rxg20_0_fulltrim,5,14.0,20260821,ok,1,1,1,1,7.242874646077204e-08,1.181057159996809e-05,-128.73133173018064,-128.7409067705098,-0.00957504032916745,-0.2922070412953934,0.00957504032916745,673551,673551,0,0.0,-8,-0.03299449757283695,-0.032996951704559616,-2.4541317226664527e-06,0,12,1,-0.00957504032916745,0.00957504032916745
exp0_000006_rxg20_0_fulltrim:14:20260821,exp0_000006_rxg20_0_fulltrim,6,14.0,20260821,ok,1,1,0,1,7.561376789538686e-08,1.232993615532906e-05,-128.78823406390384,31.222172258376368,160.0104063222802,4883.13007575318,160.0104063222802,673552,674828,1276,159.5,2,-0.03300908193149063,0.008002402157672844,0.041011484089163476,0,12,1,0.510406322280204,0.510406322280204
exp0_000007_rxg20_0_fulltrim:14:20260821,exp0_000007_rxg20_0_fulltrim,7,14.0,20260821,ok,1,1,1,1,7.449895515307498e-08,1.2148149553226781e-05,-128.76227301106474,-128.75727834908727,0.004994661977463011,0.15242498710519442,0.004994661977463011,673551,673552,1,0.125,0,-0.03300242798110128,-0.03300114782373571,1.2801573655643605e-06,0,12,1,-0.12000533802253699,0.12000533802253699
exp0_000008_rxg20_0_fulltrim:14:20260821,exp0_000008_rxg20_0_fulltrim,8,14.0,20260821,ok,1,1,1,1,6.982488910305618e-08,1.1385974388748053e-05,-128.7286519200897,-128.72657483236375,0.0020770877259508325,0.06338768694918312,0.0020770877259508325,673552,673552,0,0.0,-1,-0.032993810723828614,-0.03299327835563967,5.32368188942145e-07,0,12,1,0.0020770877259508325,0.0020770877259508325
exp0_000000_rxg20_0_fulltrim:14:20260822,exp0_000000_rxg20_0_fulltrim,0,14.0,20260822,sync_invalid,0,1,0,1,6.153250447488309e-08,1.0033779201460684e-05,-128.71322618720285,-670.7091605196737,-541.9959343324708,-16540.403269423547,541.9959343324708,673552,734744,61192,7649.0,65531,-0.032989857029732124,-0.17190618221234205,-0.13891632518260993,1952,5,0,-8190.995934332471,8190.995934332471
exp0_000002_rxg20_0_fulltrim:14:20260822,exp0_000002_rxg20_0_fulltrim,2,14.0,20260822,ok,1,1,1,1,2.9434755784562603e-08,4.799769535006887e-06,-129.9365825693268,-129.9336649940921,0.002917575234675951,0.08903733015978854,0.002917575234675951,673544,673544,0,0.0,0,-0.033303409516436025,-0.03330266172700741,7.477894286150866e-07,1,0,1,0.002917575234675951,0.002917575234675951
exp0_000003_rxg20_0_fulltrim:14:20260822,exp0_000003_rxg20_0_fulltrim,3,14.0,20260822,sync_invalid,0,1,1,1,5.3735255547964695e-08,8.762323167301364e-06,-128.8702234183035,-128.87169316428896,-0.0014697459854460249,-0.04485308793475418,0.0014697459854460249,673552,673552,0,0.0,-1,-0.033030096221627926,-0.03303047292502793,-3.767034000012881e-07,0,12,0,-0.0014697459854460249,0.0014697459854460249
exp0_000004_rxg20_0_fulltrim:14:20260822,exp0_000004_rxg20_0_fulltrim,4,14.0,20260822,sync_invalid,0,1,1,1,6.126035586516529e-08,9.9894013708621e-06,-128.86059867151772,-128.8575283018488,0.0030703696689329263,0.09370024624429096,0.0030703696689329263,673552,673552,0,0.0,-1,-0.03302762934988664,-0.03302684239846442,7.869514222214047e-07,0,12,0,0.0030703696689329263,0.0030703696689329263
exp0_000005_rxg20_0_fulltrim:14:20260822,exp0_000005_rxg20_0_fulltrim,5,14.0,20260822,ok,1,1,0,1,7.242874646077204e-08,1.181057159996809e-05,-128.73133173018064,-233.72047288887447,-104.98914115869383,-3204.0143175870917,104.98914115869383,673551,672707,-844,-105.5,-1,-0.03299449757283695,-0.059903750484128174,-0.026909252911291225,2,0,1,0.5108588413061739,0.5108588413061739
exp0_000006_rxg20_0_fulltrim:14:20260822,exp0_000006_rxg20_0_fulltrim,6,14.0,20260822,ok,1,1,1,1,7.561376789538686e-08,1.232993615532906e-05,-128.78823406390384,-128.78230634680062,0.0059277171032192655,0.18089956980039262,0.0059277171032192655,673552,673552,0,0.0,0,-0.03300908193149063,-0.03300756262733254,1.5193041580929822e-06,0,12,1,0.0059277171032192655,0.0059277171032192655
exp0_000007_rxg20_0_fulltrim:14:20260822,exp0_000007_rxg20_0_fulltrim,7,14.0,20260822,ok,1,1,1,1,7.449895515307498e-08,1.2148149553226781e-05,-128.76227301106474,-128.7729984248201,-0.01072541375535252,-0.32731365220192016,0.01072541375535252,673551,673551,0,0.0,0,-0.03300242798110128,-0.03300517695940642,-2.7489783051420913e-06,0,12,1,-0.01072541375535252,0.01072541375535252
exp0_000008_rxg20_0_fulltrim:14:20260822,exp0_000008_rxg20_0_fulltrim,8,14.0,20260822,ok,1,1,1,1,6.982488910305618e-08,1.1385974388748053e-05,-128.7286519200897,-128.7356989130208,-0.0070469929310945645,-0.2150571573210011,0.0070469929310945645,673552,673552,0,0.0,8,-0.032993810723828614,-0.03299561690409596,-1.8061802673496885e-06,1,0,1,-0.0070469929310945645,0.0070469929310945645
exp0_000000_rxg20_0_fulltrim:15:20260821,exp0_000000_rxg20_0_fulltrim,0,15.0,20260821,ok,1,1,1,1,6.153250447488309e-08,7.970114120709474e-06,-128.71322618720285,-128.71384776984104,-0.000621582638189011,-0.018969196722076753,0.000621582638189011,673552,673551,-1,-0.125,0,-0.032989857029732124,-0.03299001634453584,-1.5931480371739193e-07,0,12,1,0.12437841736181099,0.12437841736181099
exp0_000002_rxg20_0_fulltrim:15:20260821,exp0_000002_rxg20_0_fulltrim,2,15.0,20260821,sync_invalid,0,1,1,1,2.9434755784562603e-08,3.812592461825405e-06,-129.9365825693268,-129.93436713239188,0.0022154369349038916,0.06760976974194005,0.0022154369349038916,673544,673544,0,0.0,0,-0.033303409516436025,-0.03330284168863848,5.678277975457169e-07,1,0,0,0.0022154369349038916,0.0022154369349038916
exp0_000003_rxg20_0_fulltrim:15:20260821,exp0_000003_rxg20_0_fulltrim,3,15.0,20260821,ok,1,1,1,1,5.3735255547964695e-08,6.960160693566166e-06,-128.8702234183035,-128.87046919800727,-0.0002457797037607179,-0.007500601311057065,0.0002457797037607179,673552,673552,0,0.0,-1,-0.033030096221627926,-0.03303015921622085,-6.299459292397058e-08,0,12,1,-0.0002457797037607179,0.0002457797037607179
exp0_000004_rxg20_0_fulltrim:15:20260821,exp0_000004_rxg20_0_fulltrim,4,15.0,20260821,ok,1,1,1,1,6.126035586516529e-08,7.934863556869207e-06,-128.86059867151772,-128.85723536017827,0.0033633113394557768,0.10264011656054006,0.0033633113394557768,673552,673552,0,0.0,-1,-0.03302762934988664,-0.033026767316018626,8.620338680168094e-07,0,12,1,0.0033633113394557768,0.0033633113394557768
exp0_000005_rxg20_0_fulltrim:15:20260821,exp0_000005_rxg20_0_fulltrim,5,15.0,20260821,ok,1,1,1,1,7.242874646077204e-08,9.381470490087383e-06,-128.73133173018064,-128.73986068643956,-0.008528956258913922,-0.26028308895611335,0.008528956258913922,673551,673551,0,0.0,-8,-0.03299449757283695,-0.03299668358787153,-2.186015034578992e-06,0,12,1,-0.008528956258913922,0.008528956258913922
exp0_000006_rxg20_0_fulltrim:15:20260821,exp0_000006_rxg20_0_fulltrim,6,15.0,20260821,ok,1,1,1,1,7.561376789538686e-08,9.794016420525624e-06,-128.78823406390384,-128.77889637079377,0.009337693110069267,0.2849637789938131,0.009337693110069267,673552,673552,0,0.0,0,-0.03300908193149063,-0.03300668863307202,2.393298418612577e-06,0,12,1,0.009337693110069267,0.009337693110069267
exp0_000007_rxg20_0_fulltrim:15:20260821,exp0_000007_rxg20_0_fulltrim,7,15.0,20260821,ok,1,1,1,1,7.449895515307498e-08,9.649618189781195e-06,-128.76227301106474,-128.75802402249371,0.004248988571021073,0.1296688406683677,0.004248988571021073,673551,673552,1,0.125,0,-0.03300242798110128,-0.033001338943636896,1.0890374643815481e-06,0,12,1,-0.12075101142897893,0.12075101142897893
exp0_000008_rxg20_0_fulltrim:15:20260821,exp0_000008_rxg20_0_fulltrim,8,15.0,20260821,ok,1,1,1,1,6.982488910305618e-08,9.044200936830119e-06,-128.7286519200897,-128.72656848647205,0.002083433617656283,0.06358134819507699,0.002083433617656283,673552,673552,0,0.0,-1,-0.032993810723828614,-0.03299327672915523,5.33994673382332e-07,0,12,1,0.002083433617656283,0.002083433617656283
exp0_000000_rxg20_0_fulltrim:15:20260822,exp0_000000_rxg20_0_fulltrim,0,15.0,20260822,sync_invalid,0,1,1,1,6.153250447488309e-08,7.970114120709474e-06,-128.71322618720285,-128.7146598637013,-0.0014336764984648198,-0.04375233454787658,0.0014336764984648198,673552,673552,0,0.0,0,-0.032989857029732124,-0.03299022448833845,-3.6745860632764193e-07,0,12,0,-0.0014336764984648198,0.0014336764984648198
exp0_000002_rxg20_0_fulltrim:15:20260822,exp0_000002_rxg20_0_fulltrim,2,15.0,20260822,ok,1,1,1,1,2.9434755784562603e-08,3.812592461825405e-06,-129.9365825693268,-129.93399310582163,0.0025894635051599835,0.07902415482055614,0.0025894635051599835,673544,673544,0,0.0,0,-0.033303409516436025,-0.03330274582371889,6.636927171316254e-07,1,0,1,0.0025894635051599835,0.0025894635051599835
exp0_000003_rxg20_0_fulltrim:15:20260822,exp0_000003_rxg20_0_fulltrim,3,15.0,20260822,sync_invalid,0,1,1,1,5.3735255547964695e-08,6.960160693566166e-06,-128.8702234183035,-128.87157959254662,-0.001356174243113628,-0.04138715341533289,0.001356174243113628,673552,673552,0,0.0,-1,-0.033030096221627926,-0.033030443816010516,-3.4759438258952224e-07,0,12,0,-0.001356174243113628,0.001356174243113628
exp0_000004_rxg20_0_fulltrim:15:20260822,exp0_000004_rxg20_0_fulltrim,4,15.0,20260822,sync_invalid,0,1,1,1,6.126035586516529e-08,7.934863556869207e-06,-128.86059867151772,-128.85792237629855,0.0026762952191745626,0.08167404843672371,0.0026762952191745626,673552,673552,0,0.0,-1,-0.03302762934988664,-0.03302694340175788,6.859481287632696e-07,0,12,0,0.0026762952191745626,0.0026762952191745626
exp0_000005_rxg20_0_fulltrim:15:20260822,exp0_000005_rxg20_0_fulltrim,5,15.0,20260822,ok,1,1,0,1,7.242874646077204e-08,9.381470490087383e-06,-128.73133173018064,-233.72173636855393,-104.99040463837329,-3204.052875926919,104.99040463837329,673551,672707,-844,-105.5,-1,-0.03299449757283695,-0.05990407432042084,-0.026909576747583888,2,0,1,0.5095953616267082,0.5095953616267082
exp0_000006_rxg20_0_fulltrim:15:20260822,exp0_000006_rxg20_0_fulltrim,6,15.0,20260822,ok,1,1,1,1,7.561376789538686e-08,9.794016420525624e-06,-128.78823406390384,-128.7832213959568,0.0050126679470565705,0.15297448568898225,0.0050126679470565705,673552,673552,0,0.0,0,-0.03300908193149063,-0.03300779715910313,1.2847723874984118e-06,0,12,1,0.0050126679470565705,0.0050126679470565705
exp0_000007_rxg20_0_fulltrim:15:20260822,exp0_000007_rxg20_0_fulltrim,7,15.0,20260822,ok,1,1,1,1,7.449895515307498e-08,9.649618189781195e-06,-128.76227301106474,-128.77280616202367,-0.010533150958934812,-0.3214462572917118,0.010533150958934812,673551,673551,0,0.0,0,-0.03300242798110128,-0.03300512768147008,-2.699700368799518e-06,0,12,1,-0.010533150958934812,0.010533150958934812
exp0_000008_rxg20_0_fulltrim:15:20260822,exp0_000008_rxg20_0_fulltrim,8,15.0,20260822,ok,1,1,1,1,6.982488910305618e-08,9.044200936830119e-06,-128.7286519200897,-128.73628144711284,-0.007629527023141236,-0.23283468698551135,0.007629527023141236,673552,673552,0,0.0,0,-0.032993810723828614,-0.032995766210557935,-1.955486729321443e-06,0,12,1,-0.007629527023141236,0.007629527023141236
