dataset,snr_db,seed,packet_index,block_index,block_symbol_offset,sf,cr,ldro,block_len,hypothesis,trial,hard_errors,raw_coherence,gt_slope_coherence,best_linear_coherence,best_slope_rad_per_symbol,gt_slope_rad_per_symbol,mean_selected_rank,max_selected_rank,selected_bins
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,40,5,0.03409452981047592,0.23464424487435012,0.6123836204708656,1.1264338804304144,-0.49458805505624026,534.6,806,568|606|855|106|394
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,41,5,0.03846399468952716,0.16328885943013405,0.45847320199619335,-1.2552568157008765,-0.49458805505624026,636.2,971,240|280|795|660|932
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,42,5,0.0018149269516924925,0.024799145254654053,0.5059116485756558,3.0986516751663054,-0.49458805505624026,523.0,1012,43|944|843|185|122
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,43,5,0.1347426319518014,0.17311745930363973,0.3333659793634654,-1.4822305587964535,-0.49458805505624026,473.0,1016,782|863|940|568|470
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,44,5,0.024546158026048898,0.06899542640472317,0.5620003100355428,1.9607157469438858,-0.49458805505624026,586.8,918,439|4|788|405|107
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,45,5,0.1483336319279543,0.04486578848871073,0.7209219354140673,0.8396494888164079,-0.49458805505624026,686.4,868,893|1003|619|477|63
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,46,5,0.28467867844983497,0.15902332775615796,0.47620206487252026,0.4731175658444968,-0.49458805505624026,236.0,983,625|159|938|634|227
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,47,5,0.2915736732854654,0.4618239547287045,0.6001984197992666,-1.0466863490725085,-0.49458805505624026,516.8,908,172|789|865|482|833
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,48,5,0.11422560536379904,0.3195175462581673,0.4860614202953766,-0.8810568608676279,-0.49458805505624026,398.6,956,769|566|795|577|368
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,49,5,0.18348202125941174,0.06794682005998234,0.41859777689178007,0.5421298525965303,-0.49458805505624026,302.6,440,900|910|99|64|946
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,50,5,0.022857785893997538,0.2559359519163537,0.5937447403784462,0.9163298074297783,-0.49458805505624026,690.0,862,61|894|32|163|571
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,51,5,0.4911918993883124,0.5985215494613884,0.6053209192423761,-0.40103806634792827,-0.49458805505624026,373.0,934,732|195|391|102|615
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,52,5,0.00013945296681800164,0.03788059683560258,0.7700795747500278,1.6171879195559855,-0.49458805505624026,575.6,895,79|162|699|700|157
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,53,5,0.14783213089848166,0.3633311599408106,0.616675898639658,2.187689490039463,-0.49458805505624026,325.8,538,698|494|220|121|868
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,54,5,0.2659824464729189,0.5783847227039024,0.5858384276382361,-0.5697347672973434,-0.49458805505624026,562.4,969,621|799|46|678|797
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,55,5,0.4648473332693151,0.054304754340161916,0.7195534536479422,0.4148405236983348,-0.49458805505624026,370.6,722,769|726|626|431|223
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,56,5,0.16930168639843593,0.23554060258380158,0.6710272249383207,1.1202994549413443,-0.49458805505624026,509.0,728,508|612|508|244|853
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,57,5,0.3288002548545538,0.12489971346328124,0.45608001813984206,3.140059047217526,-0.49458805505624026,586.6,913,369|439|494|496|595
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,58,5,0.361230057278031,0.04951577833513605,0.5700631877569431,1.9377116513598747,-0.49458805505624026,611.6,936,84|25|682|393|361
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,59,5,0.016464233471092136,0.0033130152489035274,0.5723634614879353,-2.834871379136311,-0.49458805505624026,638.0,819,564|489|931|827|108
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,60,5,0.2610915615301918,0.07696842086887995,0.5218266834594307,0.5191257570125192,-0.49458805505624026,291.2,454,467|81|174|337|492
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,61,5,0.13355663032771956,0.3636651586499463,0.48453904866158554,-0.9025273500793718,-0.49458805505624026,404.0,960,903|44|509|981|472
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,62,5,0.0971585927071517,0.1845117804663734,0.7422438110070192,1.4377559740006989,-0.49458805505624026,638.4,783,420|210|996|391|60
